checking_status,duration,credit_history,purpose,loan_amt,savings_status,emp_length,rate_inc_perc,other_debtors,resid_length,property_type,age,external_credit,housing,internal_credit,job_type,dependent_count,has_phone,foreign_ind,target,female,married
,11,current_other,radio/television,1154,500.0,0,4,none,4,real_estate,57,none,own,3,unskilled_nonresid,1,0,1,0,1,1
0.0,12,existing_current,furniture/equipment,1657,100.0,4,2,none,2,real_estate,27,none,own,1,skilled,1,0,1,0,0,0
0.0,24,existing_current,radio/television,1603,100.0,10,4,none,4,car,55,none,own,1,skilled,1,0,1,0,1,1
0.0,18,current_other,car (new),5302,100.0,10,2,none,4,no_property,36,none,for free,3,management,1,1,1,0,0,0
,12,current_other,education,2748,100.0,10,2,none,4,no_property,57,bank,for free,3,unskilled_nonresid,1,0,1,0,1,1
,10,current_other,car (new),1231,100.0,10,3,none,4,real_estate,32,none,own,2,unskilled_nonresid,2,0,0,0,0,0
100.0,15,existing_current,radio/television,802,100.0,10,4,none,3,car,37,none,own,1,skilled,2,0,1,1,0,0
,36,current_other,business,6304,,10,4,none,4,real_estate,36,none,own,2,skilled,1,0,1,0,0,0
,24,existing_current,radio/television,1533,100.0,1,4,none,3,car,38,stores,own,1,skilled,1,1,1,0,1,1
0.0,14,existing_current,car (new),8978,100.0,10,1,none,4,agreement,45,none,own,1,management,1,1,0,1,1,1
,24,existing_current,radio/television,999,,10,4,none,2,car,25,none,own,2,skilled,1,0,1,0,0,0
,18,existing_current,car (new),2662,,7,4,none,3,agreement,32,none,own,1,skilled,1,0,0,0,0,0
,12,current_other,furniture/equipment,1402,1000.0,7,3,none,4,car,37,none,rent,1,skilled,1,1,1,0,1,1
100.0,48,existing_current,radio/television,3060,100.0,7,4,none,4,real_estate,28,none,own,2,skilled,1,0,1,1,0,0
,9,existing_current,radio/television,2697,100.0,4,1,none,2,real_estate,32,none,own,1,skilled,2,0,1,0,0,0
,18,current_other,radio/television,2404,100.0,4,2,none,2,car,26,none,own,2,skilled,1,0,1,0,1,1
0.0,12,existing_current,furniture/equipment,1262,,10,2,none,4,agreement,49,none,own,1,unskilled_nonresid,1,1,1,0,1,1
,6,existing_current,furniture/equipment,4611,100.0,1,1,none,4,agreement,32,none,own,1,skilled,1,0,1,1,1,1
,24,existing_current,radio/television,1901,500.0,4,4,none,4,car,29,none,rent,1,management,1,1,1,0,0,0
,15,current_other,car (used),3368,1500.0,10,3,none,4,no_property,23,none,rent,2,skilled,1,1,1,0,0,0
,12,existing_current,furniture/equipment,1574,100.0,4,4,none,2,real_estate,50,none,own,1,skilled,1,0,1,0,0,0
200.0,18,current_bank,radio/television,1445,,7,4,none,4,car,49,bank,own,1,unskilled_nonresid,1,0,1,0,0,0
,15,current_other,furniture/equipment,1520,,10,4,none,4,agreement,63,none,own,1,skilled,1,0,1,0,0,0
100.0,24,current_other,car (new),3878,500.0,1,4,none,2,car,37,none,own,1,skilled,1,1,1,0,1,1
0.0,47,existing_current,car (new),10722,100.0,1,1,none,1,real_estate,35,none,own,1,unskilled_nonresid,1,1,1,0,1,1
0.0,48,existing_current,car (used),4788,100.0,7,4,none,3,agreement,26,none,own,1,skilled,2,0,1,0,0,0
100.0,12,existing_current,radio/television,1092,100.0,4,4,guarantor,4,real_estate,49,none,own,2,skilled,1,1,1,0,1,1
0.0,24,delinquent,radio/television,1024,100.0,1,4,none,4,real_estate,48,stores,own,1,skilled,1,0,1,1,0,1
,12,existing_current,business,1076,100.0,4,2,none,2,real_estate,26,none,own,1,skilled,1,1,0,0,0,1
100.0,36,existing_current,car (used),9398,100.0,1,1,none,4,car,28,none,rent,1,management,1,1,1,1,0,1
0.0,24,current_other,car (used),6419,100.0,10,2,none,4,no_property,44,none,for free,2,management,2,1,1,0,1,1
200.0,42,current_other,car (used),4796,100.0,10,4,none,4,no_property,56,none,for free,1,skilled,1,0,1,0,0,0
,48,current_other,business,7629,,10,4,none,2,car,46,bank,own,2,management,2,0,1,0,1,1
100.0,48,existing_current,furniture/equipment,9960,100.0,1,1,none,2,car,26,none,own,1,skilled,1,1,1,1,1,1
,12,existing_current,car (used),4675,,1,1,none,4,car,20,none,rent,1,skilled,1,0,1,0,1,1
,10,existing_current,car (new),1287,,10,4,co-applicant,2,agreement,45,none,own,1,unskilled_nonresid,1,0,0,0,0,0
,18,existing_current,furniture/equipment,2515,100.0,4,3,none,4,real_estate,43,none,own,1,skilled,1,1,1,0,0,0
100.0,21,current_other,furniture/equipment,2745,1500.0,7,3,none,2,car,32,none,own,2,skilled,1,1,1,0,0,0
,6,existing_current,car (new),672,100.0,0,1,none,4,real_estate,54,none,own,1,unskilled_resid,1,1,1,0,1,1
200.0,24,current_other,car (new),1344,,7,4,none,2,real_estate,37,bank,own,2,unskilled_nonresid,2,0,1,1,0,0
0.0,10,current_other,car (new),1038,100.0,7,4,co-applicant,3,agreement,49,none,own,2,skilled,1,1,1,0,0,0
,48,current_other,car (new),10127,1000.0,4,2,none,2,no_property,44,bank,for free,1,skilled,1,0,1,1,0,0
,6,existing_current,furniture/equipment,1543,1500.0,4,4,none,2,real_estate,33,none,own,1,skilled,1,0,1,0,1,1
,30,existing_current,car (used),4811,,7,2,none,4,agreement,24,stores,rent,1,unskilled_nonresid,1,0,1,0,1,1
0.0,12,existing_current,radio/television,727,500.0,1,4,none,3,no_property,33,none,own,1,unskilled_nonresid,1,1,1,1,0,1
100.0,8,existing_current,furniture/equipment,1237,100.0,4,3,none,4,real_estate,24,none,own,1,skilled,1,0,1,1,1,1
100.0,9,existing_current,car (new),276,100.0,4,4,none,4,real_estate,22,none,rent,1,unskilled_nonresid,1,0,1,0,0,1
,24,existing_current,furniture/equipment,5511,500.0,4,4,none,1,car,25,stores,own,1,skilled,1,0,1,0,0,0
200.0,24,existing_current,furniture/equipment,3749,100.0,1,2,none,4,car,26,none,own,1,skilled,1,0,1,0,1,1
100.0,12,existing_current,car (new),685,100.0,7,2,none,3,car,25,bank,own,1,unskilled_nonresid,1,0,1,1,0,1
200.0,4,existing_current,car (new),1494,,1,1,none,2,real_estate,29,none,own,1,unskilled_nonresid,2,0,0,0,0,0
0.0,12,existing_current,furniture/equipment,708,100.0,4,2,guarantor,3,agreement,38,none,own,1,unskilled_nonresid,2,0,1,0,0,0
100.0,24,existing_current,furniture/equipment,4351,,4,1,none,4,agreement,48,none,own,1,unskilled_nonresid,1,1,1,0,1,1
,12,current_other,education,701,100.0,4,4,none,2,car,32,none,own,2,skilled,1,0,1,0,0,0
0.0,15,delinquent,furniture/equipment,3643,100.0,10,1,none,4,agreement,27,none,own,2,unskilled_nonresid,1,0,1,0,1,1
100.0,30,current_other,car (new),4249,100.0,0,4,none,2,car,28,none,own,2,management,1,0,1,1,0,1
0.0,24,existing_current,radio/television,1938,100.0,1,4,none,3,agreement,32,none,own,1,skilled,1,0,1,1,1,1
0.0,24,existing_current,car (used),2910,100.0,7,2,none,1,no_property,34,none,for free,1,management,1,1,1,0,0,0
0.0,18,existing_current,furniture/equipment,2659,1500.0,4,4,none,2,car,28,none,own,1,skilled,1,0,1,0,0,0
,18,current_other,car (new),1028,100.0,4,4,none,3,real_estate,36,none,own,2,skilled,1,0,1,0,1,1
0.0,8,current_other,car (new),3398,100.0,7,1,none,4,real_estate,39,none,own,2,unskilled_nonresid,1,0,0,0,0,0
,12,current_other,furniture/equipment,5801,,10,2,none,4,agreement,49,none,rent,1,skilled,1,1,1,0,0,0
,24,existing_current,car (new),1525,1500.0,7,4,none,3,car,34,none,own,1,skilled,2,1,1,0,1,1
200.0,36,existing_current,radio/television,4473,100.0,10,4,none,2,car,31,none,own,1,skilled,1,0,1,0,0,0
100.0,6,existing_current,radio/television,1068,100.0,10,4,none,4,car,28,none,own,1,skilled,2,0,1,0,0,0
0.0,24,current_other,car (used),6615,100.0,0,2,none,4,no_property,75,none,for free,2,management,1,1,1,0,0,0
,18,current_other,education,1864,500.0,4,4,none,2,real_estate,30,none,own,2,skilled,1,0,1,1,1,1
100.0,60,existing_current,car (new),7408,500.0,1,4,none,2,agreement,24,none,own,1,management,1,0,1,1,1,1
,48,current_other,car (used),11590,500.0,4,2,none,4,car,24,bank,rent,2,unskilled_nonresid,1,0,1,1,1,1
0.0,24,no_credit,furniture/equipment,4110,100.0,10,3,none,4,no_property,23,bank,rent,2,skilled,2,0,1,1,0,0
0.0,6,current_other,furniture/equipment,3384,100.0,4,1,none,4,real_estate,44,none,rent,1,management,1,1,1,1,1,1
100.0,13,existing_current,radio/television,2101,100.0,1,2,guarantor,4,agreement,23,none,own,1,unskilled_nonresid,1,0,1,0,1,1
0.0,15,existing_current,domestic appliances,1275,,4,4,none,2,car,24,none,rent,1,skilled,1,0,1,1,1,1
0.0,24,existing_current,furniture/equipment,4169,100.0,4,4,none,4,agreement,28,none,own,1,skilled,1,0,1,0,0,0
100.0,10,existing_current,furniture/equipment,1521,100.0,4,4,none,2,car,31,none,own,1,unskilled_nonresid,1,0,1,0,1,1
100.0,24,current_other,education,5743,100.0,1,2,none,4,no_property,24,none,for free,2,skilled,1,1,1,0,1,1
0.0,21,existing_current,furniture/equipment,3599,100.0,7,1,none,4,car,26,none,rent,1,unskilled_nonresid,1,0,1,0,1,1
100.0,18,existing_current,radio/television,3213,1000.0,1,1,none,3,real_estate,25,none,rent,1,skilled,1,0,1,0,0,1
100.0,18,existing_current,business,4439,100.0,10,1,co-applicant,1,real_estate,33,bank,own,1,management,1,1,1,0,0,0
200.0,10,existing_current,car (new),3949,100.0,1,1,guarantor,1,agreement,37,none,own,1,unskilled_nonresid,2,0,1,0,0,0
,15,current_other,radio/television,1459,100.0,4,4,none,2,car,43,none,own,1,unskilled_nonresid,1,0,1,0,1,1
100.0,13,current_other,radio/television,882,100.0,1,4,guarantor,4,real_estate,23,none,own,2,skilled,1,0,1,0,0,0
100.0,24,existing_current,radio/television,3758,1000.0,0,1,none,4,no_property,23,none,rent,1,unskilled_resid,1,0,1,0,1,1
,6,delinquent,business,1743,500.0,4,1,none,2,real_estate,34,none,own,2,unskilled_nonresid,1,0,1,0,0,0
100.0,9,current_other,education,1136,1500.0,10,4,none,3,no_property,32,none,for free,2,skilled,2,0,1,1,0,0
,9,existing_current,domestic appliances,1236,100.0,1,1,none,4,real_estate,23,none,rent,1,skilled,1,1,1,0,1,1
100.0,9,existing_current,furniture/equipment,959,100.0,4,1,none,2,car,29,none,own,1,skilled,1,0,0,1,1,1
,18,current_other,car (used),3229,,0,2,none,4,no_property,38,none,own,1,management,1,1,1,0,0,0
0.0,12,no_credit,radio/television,6199,100.0,4,4,none,2,agreement,28,none,rent,2,skilled,1,1,1,1,0,0
,10,existing_current,education,727,1000.0,10,4,none,4,no_property,46,none,for free,1,skilled,1,1,1,0,0,0
100.0,24,existing_current,car (new),1246,100.0,1,4,none,2,real_estate,23,stores,own,1,unskilled_nonresid,1,0,1,1,0,0
,12,current_other,radio/television,2331,,10,1,co-applicant,4,real_estate,49,none,own,1,skilled,1,1,1,0,0,0
,36,delinquent,radio/television,4463,100.0,4,4,none,2,car,26,none,own,2,management,1,1,1,1,0,0
,12,existing_current,radio/television,776,100.0,4,4,none,2,real_estate,28,none,own,1,skilled,1,0,1,0,0,1
0.0,30,existing_current,furniture/equipment,2406,100.0,7,4,none,4,real_estate,23,none,rent,1,skilled,1,0,1,1,1,1
100.0,18,existing_current,education,1239,,4,4,none,4,no_property,61,none,for free,1,skilled,1,0,1,0,0,0
200.0,12,existing_current,radio/television,3399,,10,2,none,3,car,37,none,own,1,management,1,0,1,0,0,0
200.0,12,delinquent,car (new),2247,100.0,4,2,none,2,car,36,stores,own,2,skilled,1,1,1,0,1,1
,6,existing_current,furniture/equipment,1766,100.0,4,1,none,2,agreement,21,none,rent,1,skilled,1,0,1,0,0,1
0.0,18,existing_current,furniture/equipment,2473,100.0,0,4,none,1,car,25,none,own,1,unskilled_resid,1,0,1,1,0,0
,12,existing_current,business,1542,100.0,7,2,none,4,car,36,none,own,1,skilled,1,1,1,0,0,0
,18,current_other,car (used),3850,100.0,7,3,none,1,car,27,none,own,2,skilled,1,0,1,0,0,0
0.0,18,existing_current,furniture/equipment,3650,100.0,1,1,none,4,car,22,none,rent,1,skilled,1,0,1,0,1,1
0.0,36,existing_current,furniture/equipment,3446,100.0,10,4,none,2,car,42,none,own,1,skilled,2,0,1,1,0,0
100.0,18,existing_current,furniture/equipment,3001,100.0,7,2,none,4,real_estate,40,none,rent,1,skilled,1,0,1,0,1,1
,36,existing_current,car (new),3079,,4,4,none,4,real_estate,36,none,own,1,skilled,1,0,1,0,0,0
,18,current_other,radio/television,6070,100.0,10,3,none,4,car,33,none,own,2,skilled,1,1,1,0,0,0
,10,current_other,furniture/equipment,2146,100.0,1,1,none,3,real_estate,23,none,rent,2,skilled,1,0,1,0,1,1
,60,current_other,car (new),13756,,10,2,none,4,no_property,63,bank,for free,1,management,1,1,1,0,0,0
,18,delinquent,radio/television,2320,100.0,0,2,none,3,real_estate,34,none,own,2,skilled,1,0,1,0,0,1
,7,delinquent,radio/television,846,,10,3,none,4,no_property,36,none,for free,1,skilled,1,0,1,0,0,0
,6,current_other,car (new),362,500.0,4,4,none,4,car,52,none,own,2,unskilled_nonresid,1,0,1,0,1,1
0.0,20,existing_current,furniture/equipment,2212,,7,4,none,4,car,39,none,own,1,skilled,1,1,1,0,0,0
100.0,18,existing_current,car (used),12976,100.0,0,3,none,4,no_property,38,none,for free,1,management,1,1,1,1,1,1
,22,existing_current,car (new),1283,,7,4,none,4,agreement,25,none,rent,1,skilled,1,0,1,0,1,1
200.0,12,existing_current,car (new),1330,100.0,1,4,none,1,real_estate,26,none,own,1,skilled,1,0,1,0,0,0
,30,delinquent,business,4272,500.0,4,2,none,2,agreement,26,none,own,2,unskilled_nonresid,1,0,1,0,0,0
,18,current_other,radio/television,2238,100.0,4,2,none,1,car,25,none,own,2,skilled,1,0,1,0,1,1
,18,existing_current,radio/television,1126,,1,4,none,2,real_estate,21,none,rent,1,skilled,1,1,1,0,1,1
100.0,18,current_other,furniture/equipment,7374,100.0,0,4,none,4,agreement,40,stores,own,2,management,1,1,1,0,0,0
100.0,15,current_other,business,2326,1000.0,4,2,none,4,car,27,bank,own,1,skilled,1,0,1,0,0,0
,9,existing_current,business,1449,100.0,7,3,none,2,car,27,none,own,2,skilled,1,0,1,0,1,1
,18,existing_current,car (new),1820,100.0,4,2,none,2,agreement,30,none,own,1,management,1,1,1,0,0,1
100.0,12,existing_current,furniture/equipment,983,1500.0,1,1,none,4,real_estate,19,none,rent,1,unskilled_nonresid,1,0,1,0,1,1
0.0,36,existing_current,car (new),3249,100.0,7,2,none,4,no_property,39,bank,for free,1,management,2,1,1,0,0,0
0.0,6,current_other,radio/television,1957,100.0,7,1,none,4,car,31,none,own,1,skilled,1,0,1,0,1,1
,9,current_other,furniture/equipment,2406,100.0,0,2,none,3,car,31,none,own,1,management,1,0,1,0,0,0
0.0,12,existing_current,furniture/equipment,2578,100.0,0,3,none,4,no_property,55,none,for free,1,management,1,0,1,0,1,1
0.0,36,current_other,furniture/equipment,2348,100.0,4,3,none,2,agreement,46,none,own,2,skilled,1,1,1,0,0,1
100.0,12,existing_current,car (new),1223,100.0,10,1,none,1,real_estate,46,none,rent,2,skilled,1,0,1,1,1,1
,24,current_other,radio/television,1516,1500.0,4,4,none,1,real_estate,43,none,own,2,unskilled_nonresid,1,0,1,0,1,1
,18,existing_current,radio/television,1473,100.0,1,3,none,4,real_estate,39,none,own,1,skilled,1,1,1,0,0,1
100.0,18,current_other,business,1887,,4,4,none,4,real_estate,28,bank,own,2,skilled,1,0,1,0,0,1
,24,delinquent,business,8648,100.0,1,2,none,2,car,27,bank,own,2,skilled,1,1,1,1,0,0
,14,delinquent,car (new),802,100.0,4,4,none,2,car,27,none,own,2,unskilled_nonresid,1,0,1,0,0,0
100.0,18,delinquent,car (new),2899,,10,4,none,4,car,43,none,own,1,skilled,2,0,1,0,0,0
100.0,24,existing_current,radio/television,2039,100.0,1,1,none,1,agreement,22,none,own,1,skilled,1,1,1,1,0,1
,24,current_other,car (used),2197,,7,4,none,4,car,43,none,own,2,skilled,2,1,1,0,0,0
0.0,15,existing_current,radio/television,1053,100.0,1,4,none,2,real_estate,27,none,own,1,skilled,1,0,0,0,0,1
,24,existing_current,radio/television,3235,1000.0,10,3,none,2,car,26,none,own,1,management,1,1,1,0,1,1
200.0,12,current_other,car (new),939,1000.0,7,4,none,2,real_estate,28,none,own,3,skilled,1,1,1,1,0,1
100.0,24,existing_current,radio/television,1967,100.0,10,4,none,4,car,20,none,own,1,skilled,1,1,1,0,1,1
,33,current_other,car (used),7253,100.0,7,3,none,2,car,35,none,own,2,management,1,1,1,0,0,0
,12,current_other,business,2292,100.0,0,4,none,2,car,42,stores,own,2,management,1,1,1,1,0,0
,10,existing_current,car (new),1597,1000.0,4,3,none,2,no_property,40,none,rent,1,unskilled_nonresid,2,0,0,0,0,0
0.0,24,existing_current,car (new),1381,,4,4,none,2,agreement,35,none,own,1,skilled,1,0,1,1,1,1
,36,current_other,car (used),5842,100.0,10,2,none,2,agreement,35,none,own,2,skilled,2,1,1,0,0,0
0.0,12,existing_current,car (new),2579,100.0,1,4,none,1,real_estate,33,none,own,1,unskilled_nonresid,2,0,1,1,0,0
0.0,18,delinquent,education,8471,,4,1,none,2,car,23,none,rent,2,skilled,1,1,1,0,1,1
,21,existing_current,car (new),2782,1000.0,7,1,none,2,car,31,bank,own,1,management,1,0,1,0,1,1
100.0,18,existing_current,car (new),1042,,4,4,none,2,agreement,33,none,own,1,skilled,1,0,1,1,1,1
,15,existing_current,car (new),3186,1500.0,7,2,none,3,car,20,none,rent,1,skilled,1,0,1,0,1,1
100.0,12,existing_current,car (used),2028,,4,4,none,2,car,30,none,own,1,skilled,1,0,1,0,0,0
100.0,12,current_other,car (new),958,100.0,7,2,none,3,real_estate,47,none,own,2,unskilled_nonresid,2,0,1,0,0,0
,21,delinquent,furniture/equipment,1591,500.0,7,4,none,3,real_estate,34,none,own,2,management,1,0,1,0,0,0
100.0,12,existing_current,furniture/equipment,2762,,10,1,none,2,agreement,25,bank,own,1,skilled,1,1,1,1,1,1
100.0,18,existing_current,car (used),2779,100.0,4,1,none,3,car,21,none,rent,1,skilled,1,1,1,0,0,1
,28,current_other,radio/television,2743,100.0,10,4,none,2,car,29,none,own,2,skilled,1,0,1,0,0,0
,18,current_other,radio/television,1149,1500.0,4,4,none,3,real_estate,46,none,own,2,skilled,1,0,1,0,0,0
,9,existing_current,furniture/equipment,1313,100.0,10,1,none,4,car,20,none,own,1,skilled,1,0,1,0,0,0
0.0,18,current_other,repairs,1190,100.0,0,2,none,4,no_property,55,none,for free,3,unskilled_resid,2,0,1,1,1,1
,5,existing_current,business,3448,100.0,7,1,none,4,real_estate,74,none,own,1,unskilled_nonresid,1,0,1,0,0,0
100.0,24,existing_current,others,11328,100.0,4,2,co-applicant,3,car,29,bank,own,2,management,1,1,1,1,0,0
0.0,6,current_other,furniture/equipment,1872,100.0,0,4,none,4,no_property,36,none,for free,3,management,1,1,1,0,0,0
,24,current_other,repairs,2058,100.0,4,4,none,2,real_estate,33,none,own,2,skilled,1,1,1,0,1,1
0.0,9,existing_current,furniture/equipment,2136,100.0,4,3,none,2,real_estate,25,none,own,1,skilled,1,0,1,0,0,0
100.0,12,existing_current,radio/television,1484,,4,2,none,1,real_estate,25,none,own,1,skilled,1,1,1,1,0,1
,6,existing_current,repairs,660,1000.0,7,2,none,4,real_estate,23,none,rent,1,unskilled_nonresid,1,0,1,0,0,1
,24,current_other,car (new),1287,1500.0,10,4,none,4,real_estate,37,none,own,2,skilled,1,1,1,0,1,1
0.0,42,current_other,repairs,3394,100.0,0,4,co-applicant,4,car,65,none,own,2,unskilled_resid,1,0,1,0,0,0
200.0,12,current_bank,business,609,100.0,1,4,none,1,real_estate,26,none,own,1,unskilled_resid,1,0,1,1,1,1
,12,existing_current,car (new),1884,100.0,10,4,none,4,car,39,none,own,1,management,1,1,1,0,0,0
0.0,12,existing_current,furniture/equipment,1620,100.0,4,2,co-applicant,3,agreement,30,none,own,1,skilled,1,0,1,0,1,1
100.0,20,delinquent,others,2629,100.0,4,2,none,3,car,29,bank,own,2,skilled,1,1,1,0,0,0
,12,existing_current,education,719,100.0,10,4,none,4,car,41,bank,own,1,unskilled_nonresid,2,0,1,1,0,0
100.0,48,current_other,furniture/equipment,5096,100.0,4,2,none,3,car,30,none,own,1,management,1,1,1,1,1,1
,9,current_other,education,1244,,10,4,none,4,agreement,41,none,rent,2,unskilled_nonresid,1,0,1,0,1,1
100.0,7,existing_current,radio/television,2576,100.0,4,2,guarantor,2,real_estate,35,none,own,1,skilled,1,0,1,0,0,0
200.0,12,existing_current,furniture/equipment,1424,,10,3,none,4,real_estate,55,none,own,1,management,1,1,1,0,1,1
100.0,15,delinquent,repairs,1512,1500.0,4,3,none,3,agreement,61,stores,own,2,skilled,1,0,1,1,0,1
,36,current_other,car (used),11054,,4,4,none,2,car,30,none,own,1,management,1,1,1,0,0,0
,6,existing_current,radio/television,518,100.0,4,3,none,1,real_estate,29,none,own,1,skilled,1,0,1,0,1,1
,12,no_credit,furniture/equipment,2759,100.0,10,2,none,4,agreement,34,none,own,2,skilled,1,0,1,0,0,0
,24,existing_current,car (used),2670,100.0,10,4,none,4,car,35,none,own,1,management,1,1,1,0,0,0
0.0,24,existing_current,car (new),4817,100.0,7,2,co-applicant,3,agreement,31,none,own,1,skilled,1,1,1,1,0,0
,24,existing_current,car (used),2679,100.0,1,4,none,1,no_property,29,none,own,1,management,1,1,1,0,1,1
0.0,11,current_other,car (new),3905,100.0,4,2,none,2,real_estate,36,none,rent,2,skilled,2,0,1,0,0,0
0.0,12,existing_current,car (used),3386,100.0,10,3,none,4,no_property,35,none,for free,1,skilled,1,1,1,1,0,0
0.0,6,existing_current,domestic appliances,343,100.0,1,4,none,1,real_estate,27,none,own,1,skilled,1,0,1,0,1,1
,18,existing_current,radio/television,4594,100.0,1,3,none,2,car,32,none,own,1,skilled,1,1,1,0,0,0
0.0,36,existing_current,furniture/equipment,3620,100.0,4,1,guarantor,2,agreement,37,none,own,1,skilled,2,0,1,0,0,0
0.0,15,existing_current,car (new),1721,100.0,1,2,none,3,real_estate,36,none,own,1,skilled,1,0,1,0,0,0
100.0,12,existing_current,furniture/equipment,3017,100.0,1,3,none,1,real_estate,34,none,rent,1,management,1,0,1,0,1,1
100.0,12,existing_current,retraining,754,,10,4,none,4,agreement,38,none,own,2,skilled,1,0,1,0,0,0
,18,existing_current,business,1950,100.0,7,4,none,1,car,34,stores,own,2,skilled,1,1,1,0,0,0
0.0,24,existing_current,car (used),2924,100.0,4,3,guarantor,4,no_property,63,bank,own,1,skilled,2,1,1,0,0,0
0.0,24,delinquent,radio/television,1659,100.0,1,4,none,2,car,29,none,rent,1,unskilled_nonresid,1,1,1,1,1,1
,48,delinquent,radio/television,7238,,10,3,none,3,car,32,bank,own,2,skilled,2,0,1,0,0,0
,33,delinquent,business,2764,100.0,4,2,none,2,car,26,none,own,2,skilled,1,1,1,0,1,1
,24,delinquent,car (used),4679,100.0,7,3,none,3,car,35,none,own,2,unskilled_nonresid,1,1,1,0,0,0
100.0,24,existing_current,radio/television,3092,500.0,1,3,none,2,car,22,none,rent,1,skilled,1,1,1,1,0,1
0.0,6,existing_current,education,448,100.0,1,4,none,4,agreement,23,none,own,1,skilled,1,0,1,1,1,1
0.0,9,existing_current,car (new),654,100.0,4,4,none,3,car,28,none,own,1,unskilled_nonresid,1,0,1,1,0,0
,6,existing_current,retraining,1238,,0,4,none,4,agreement,36,none,own,1,management,2,1,1,0,0,0
100.0,18,current_other,radio/television,1245,100.0,4,4,none,2,car,33,none,own,1,skilled,1,0,1,1,0,1
,39,existing_current,car (used),2569,1000.0,4,4,none,4,car,24,none,own,1,skilled,1,0,1,0,0,0
200.0,24,existing_current,radio/television,5152,100.0,7,4,none,2,car,25,bank,own,1,skilled,1,0,1,0,0,0
100.0,12,existing_current,business,1037,500.0,7,3,none,4,real_estate,39,none,own,1,unskilled_nonresid,1,0,1,0,0,0
0.0,15,current_other,furniture/equipment,1478,100.0,10,4,none,4,car,44,none,own,2,skilled,2,1,1,0,0,0
100.0,12,current_other,radio/television,3573,100.0,4,1,none,1,real_estate,23,none,own,1,unskilled_nonresid,1,0,1,0,1,1
100.0,24,existing_current,car (new),1201,100.0,1,4,none,1,agreement,26,none,own,1,skilled,1,0,1,0,0,0
0.0,30,existing_current,furniture/equipment,3622,1500.0,10,4,none,4,agreement,57,none,rent,2,skilled,1,1,1,0,1,1
,15,delinquent,furniture/equipment,960,1500.0,7,3,none,2,agreement,30,none,own,2,skilled,1,0,1,0,1,1
,12,current_other,car (new),1163,1000.0,4,4,none,4,real_estate,44,none,own,1,skilled,1,1,1,0,0,0
100.0,6,delinquent,car (new),1209,100.0,0,4,none,4,agreement,47,none,own,1,management,1,1,1,1,0,0
,12,existing_current,radio/television,3077,100.0,4,2,none,4,car,52,none,own,1,skilled,1,1,1,0,0,0
,24,existing_current,car (new),3757,100.0,10,4,co-applicant,4,no_property,62,none,for free,1,skilled,1,1,1,0,1,1
,10,existing_current,car (new),1418,500.0,4,3,none,2,real_estate,35,none,rent,1,unskilled_nonresid,1,0,0,0,0,0
,6,existing_current,car (new),3518,100.0,4,2,guarantor,3,agreement,26,none,rent,1,skilled,1,0,1,0,0,0
,12,current_other,radio/television,1934,100.0,10,2,none,2,no_property,26,none,own,2,skilled,1,0,1,0,0,0
,6,current_other,radio/television,1237,500.0,4,1,none,1,agreement,27,none,own,2,skilled,1,0,1,0,1,1
100.0,6,existing_current,radio/television,368,,10,4,none,4,agreement,38,none,own,1,skilled,1,0,1,0,0,0
0.0,12,current_other,car (new),2122,100.0,4,3,none,2,real_estate,39,none,rent,2,unskilled_nonresid,2,0,0,0,0,0
0.0,24,existing_current,furniture/equipment,2996,,4,2,none,4,car,20,none,own,1,skilled,1,0,1,1,0,1
,24,current_other,furniture/equipment,1585,100.0,7,4,none,3,agreement,40,none,own,2,skilled,1,0,1,0,0,0
100.0,18,existing_current,radio/television,1301,100.0,10,4,guarantor,2,real_estate,32,none,own,1,unskilled_nonresid,1,0,1,0,0,1
200.0,6,current_other,car (new),1323,500.0,10,2,none,4,car,28,none,own,2,skilled,2,1,1,0,1,1
0.0,24,existing_current,car (new),3123,100.0,1,4,none,1,agreement,27,none,own,1,skilled,1,0,1,1,1,1
0.0,36,existing_current,car (used),5493,100.0,10,2,none,4,no_property,42,none,for free,1,skilled,2,0,1,0,0,0
200.0,9,existing_current,radio/television,1126,500.0,10,2,none,4,real_estate,49,none,own,1,skilled,1,0,1,0,1,1
100.0,24,current_other,radio/television,1216,500.0,1,4,none,4,no_property,38,bank,own,2,skilled,2,0,1,1,0,0
,10,existing_current,car (new),1309,,4,4,guarantor,4,agreement,27,none,own,1,unskilled_nonresid,1,0,1,1,0,0
200.0,15,current_other,car (used),2360,1000.0,4,2,none,2,car,36,none,own,1,skilled,1,1,1,0,0,0
,24,existing_current,radio/television,1413,100.0,4,4,none,2,agreement,28,none,own,1,skilled,1,0,1,0,0,1
,39,existing_current,car (used),8588,500.0,10,4,none,2,car,45,none,own,1,management,1,1,1,0,0,0
0.0,12,existing_current,car (new),759,100.0,7,4,none,2,real_estate,26,none,own,1,skilled,1,0,1,1,0,0
,36,existing_current,car (used),4686,100.0,4,2,none,2,no_property,32,none,for free,1,management,1,1,1,0,0,0
200.0,15,existing_current,business,2687,100.0,7,2,none,4,agreement,26,none,rent,1,skilled,1,1,1,0,0,0
100.0,12,delinquent,radio/television,585,100.0,4,4,co-applicant,4,real_estate,20,none,rent,2,skilled,1,0,1,0,0,1
